Saved Date,Job Url,Job Title,Company Name
"4/21/23, 7:11 PM",http://www.linkedin.com/jobs/view/3568483330,Senior Healthcare Technology Consultant,Alvarez & Marsal
"4/23/23, 6:16 PM",http://www.linkedin.com/jobs/view/3406833183,Binance Accelerator Program - Junior Data Analyst,Binance
"4/21/23, 1:28 PM",http://www.linkedin.com/jobs/view/3460551388,Sr Clinical Data Manager ,ProPharma
"4/13/23, 1:15 PM",http://www.linkedin.com/jobs/view/3424980255,Biomedical Data Manager,PathAI
"4/20/23, 9:13 PM",http://www.linkedin.com/jobs/view/3557435026,Digital R&D Data Product Line Manager – MDM and Data Governance Automation,Sanofi
"3/19/23, 6:40 PM",http://www.linkedin.com/jobs/view/3511293853,Sr Solutions Consultant,Clario
"4/10/23, 7:01 PM",http://www.linkedin.com/jobs/view/3542582654,"Consulting Architect, Strategic Accounts (NY, East Coast Remote)",Tecton
"4/21/23, 1:29 PM",http://www.linkedin.com/jobs/view/3541423668,Freelance CSV Automation Engineer,ProPharma
"4/28/23, 10:12 AM",http://www.linkedin.com/jobs/view/3557979994,"Governance, Risk and Compliance Lead",OpenAI
"4/9/23, 7:34 PM",http://www.linkedin.com/jobs/view/3537921544,Director - Data Solutions Engineering - Artificial Intelligence & Analytics .,Novo Nordisk
"4/20/23, 9:15 PM",http://www.linkedin.com/jobs/view/3566393411,Cheminformatician/Python Backend Developer ,Insilico Medicine
"3/28/23, 2:01 PM",http://www.linkedin.com/jobs/view/3505890448,,
"4/9/23, 7:39 PM",http://www.linkedin.com/jobs/view/3536594407,"Lead, Data Scientist Regulatory Intelligence and Policy Research (REMOTE)",Takeda
"3/19/23, 7:33 PM",http://www.linkedin.com/jobs/view/3502224081,,
"4/22/23, 6:26 PM",http://www.linkedin.com/jobs/view/3556964455,Data Platform Engineer,Chainlink Labs
"4/22/23, 5:27 PM",http://www.linkedin.com/jobs/view/3576814762,Data Governance Manager,GTECH LLC
"4/28/23, 10:11 AM",http://www.linkedin.com/jobs/view/3567741014,"Staff Software Engineer, Infrastructure and Tools (Azure SME)",Pinecone
"4/28/23, 10:12 AM",http://www.linkedin.com/jobs/view/3572785947,"Head of Governance, Risk and Compliance",OpenAI
